"","article_title","white_authors","black_authors","east_asian_authors","south_asian_authors","latino_authors","mena_authors","native_authors","pacific_authors","other_authors","mixed_authors"
"1184","BJPS.42.3.537","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1185","AJPS.51.2.241","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1186","JOP.67.3.873","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1187","IO.61.2.311","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1188","IO.55.4.891","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1189","CPS.34.6.622","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1190","IO.58.1.103","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1191","CPS.50.7.992","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1192","BJPS.39.1.59","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1193","ISQ.49.2.205","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1194","IO.58.3.425","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1195","JOP.79.1.193","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1196","CP.45.3.291","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1197","CPS.36.10.1210","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1198","BJPS.45.1.141","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1199","WP.54.1.57","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1200","APSR.95.1.1","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1201","IO.54.3.457","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1202","CPS.48.8.1020","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1203","CPS.48.13.1814","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1204","BJPS.44.1.107","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1205","ISQ.54.3.657","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1206","ISQ.49.3.411","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1207","IO.71.1.S33","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1208","IO.72.3.693","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1209","CPS.40.9.1112","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1210","BJPS.43.3.579","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1211","AJPS.45.2.439","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1212","POP.9.3.505","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1213","POP.10.2.323","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1214","ISQ.58.2.247","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1215","APSR.107.4.766","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1216","JOP.64.4.1045","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1217","CPS.37.8.969","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1218","CPS.47.12.1670","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1219","ISQ.57.2.356","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1220","BJPS.38.3.455","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1221","CPS.43.10.1258","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1222","AJPS.59.4.1040","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1223","CP.39.2.127","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1224","JOP.65.3.881","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1225","AJPS.61.2.320","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1226","CPS.48.7.882","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1227","AJPS.60.4.932","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1228","BJPS.41.4.795","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1229","ISQ.60.2.220","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1230","APSR.110.3.547","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1231","JOP.67.2.497","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1232","WP.53.3.399","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1233","BJPS.37.2.281","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1234","AJPS.60.3.559","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1235","JOP.75.2.506","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1236","ISQ.46.4.507","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1237","ISQ.51.1.165","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1238","ISQ.53.4.885","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1239","ISQ.59.2.291","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1240","WP.53.1.1","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1241","IO.55.2.289","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1242","ISQ.46.3.375","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1243","AJPS.49.1.86","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1244","WP.65.2.187","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1245","CP.47.1.1","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1246","JOP.61.4.1068","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1247","APSR.104.4.745","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
